ID;English;Chinese Simplified;Chinese Traditional;Czech;Danish;German;Greek;Finnish;French;Indonesian;Italian;Japanese;Korean;Dutch;Norwegian;Polish;Portugese;Spanish;Swedish;Tagalog
1200000485;Azarel;亚萨列;亞薩列;AZAREL;AZAREL;;ΑΖΑΡΗΛ;Asarel;Azarel;AZAREL;Azarel;アザルエル;아자렐;AZAREËL;AZAREL;AZAREL;Azarel;AZAREL;AZAREL;AZAREL
1200000486;Azariah;亚撒利雅;亞撒利雅;AZARJÁŠ;AZARJA;Asarja;ΑΖΑΡΙΑΣ;Asarja;Azaria;AZARIA;Azaria;アザリヤ;아사랴;AZARJA;ASARJA;AZARIASZ;Azarias;AZARÍAS;ASARJA;AZARIAS
1200000487;Azaz;亚撒兹;亞撒兹;AZAZ;AZAZ;Asas;ΑΖΑΖ;Asas;Azaz;AZAZ;Azaz;アザズ;아사스;AZAZ;ASAS;AZAZ;Azaz;AZAZ;ASAS;AZAZ
1200000488;Azazel;阿撒泻勒;阿撒瀉勒;AZAZEL;AZAZEL;Asasel;ΑΖΑΖΗΛ;Asasel;Azazel;AZAZEL;Azazel;アザゼル;아사셀;AZAZEL;ASASEL;AZAZEL;Azazel;AZAZEL;ASASEL;AZAZEL
1200000489;Azaziah;亚撒西雅;亞撒西雅;AZAZJÁŠ;AZAZEJA;Asasja;ΑΖΑΖΙΑΣ;Asasja;Azazia;AZAZIA;Azazia;アザズヤ;아사시야;AZAZJA;ASASJA;AZAZJASZ;Azazias;AZAZÍAS;ASASJA;AZAZIAS
1200000490;Azbuk;押卜;押卜;AZBUK;AZBUK;Asbuk;ΑΖΒΟΥΚ;Asbuk;Azbouq;AZBUK;Azbuc;アズブク;아스북;AZBUK;ASBUK;AZBUK;Asbuque;AZBUQ;ASBUK;AZBUK
1200000491;Azekah;亚西加;亞西加;AZEKA;AZEKA;Aseka;ΑΖΗΚΑ;Aseka;Azéqa;AZEKA;Azeca;アゼカ;아세가;AZEKA;ASEKA;AZEKA;Azeca;AZEQÁ;ASEKA;AZEKA
1200000492;Azel;亚悉;亞悉;ACEL;AZEL;Azel;ΑΖΗΛ;Asel;Atsel;AZEL;Azel;アツェル;아젤;AZEL;ASEL;ACEL;Azel;AZEL;ASEL;AZEL
1200000493;Azgad;押迦得;押迦得;AZGAD;AZGAD;Asgad;ΑΖΓΑΔ;Asgad;Azgad;AZGAD;Azgad;アズガド;아스갓;AZGAD;ASGAD;AZGAD;Asgade;AZGAD;ASGAD;AZGAD
1200000494;Aziel;阿薛;阿薛;AZIEL;AZIEL;;ΑΖΕΗΛ;Asiel;Aziël;AZIEL;Aziel;アジエル;아지엘;AZIËL;AZIEL;AZJEL;Aziel;AZIEL;AZIEL;AZIEL
1200000495;Aziza;亚西撒;亞西撒;AZIZA;AZIZA;Asisa;ΑΖΙΖΑ;Asisa;Aziza;AZIZA;Aziza;アジザ;아시사;AZIZA;ASISA;AZIZA;Aziza;AZIZÁ;ASISA;AZIZA
1200000496;Azmaveth;亚斯玛弗;亞斯瑪弗;AZMAVET;AZMAVET;Asmaweth;ΑΖΜΑΒΕΘ;Asmavet;Azmaveth;AZMAWET;Azmavet;アズマベト;아스마웻;AZMAVETH;ASMAVET;AZMAWET;Asmavete;AZMÁVET;ASMAVET;AZMAVET
1200000497;Azmon;押们;押們;ACMON;AZMON;Azmon;ΑΖΜΩΝ;Asmon;Atsmôn;AZMON;Azmon;アツモン;아스몬;AZMON;ASMON;ACMON;Azmom;AZMÓN;ASMON;AZMON
1200000498;Aznoth-tabor;亚斯纳他泊;亞斯納他泊;AZNOT-TABOR;AZNOT-TABOR;Asnoth-Tabor;ΑΖΝΩΘ‐ΘΑΒΩΡ;Asnot-Tabor;Aznoth-Tabor;AZNOT-TABOR;Aznot-Tabor;アズノト･タボル;아스놋-다볼;AZNOTH-TABOR;ASNOT-TABOR;AZNOT-TABOR;Aznote-Tabor;AZNOT-TABOR;ASNOT-TABOR;AZNOT-TABOR
1200000499;Azor;亚所;亞所;AZOR;AZOR;Azor;ΑΖΩΡ;Asor;Azor;AZOR;Azor;アゾル;아소르;AZOR;ASOR;AZOR;Azor;AZOR;ASOR;AZOR
1200000500;Azriel;亚斯列;亞斯列;AZRIEL;AZRIEL;;ΑΖΡΙΗΛ;Asrieel;Azriël;AZRIEL;Azriel;アズリエル;아즈리엘;AZRIËL;AZRIEL;AZRIEL;Azriel;AZRIEL;AZRIEL;AZRIEL
1200000501;Azrikam;亚斯利甘;亞斯利甘;AZRIKAM;AZRIKAM;Asrikam;ΑΖΡΙΚΑΜ;Asrikam;Azriqam;AZRIKAM;Azricam;アズリカム;아스리감;AZRIKAM;ASRIKAM;AZRIKAM;Azricão;AZRIQAM;ASRIKAM;AZRIKAM
1200000502;Azubah;阿苏巴;阿蘇巴;AZUBA;AZUBA;Asuba;ΑΖΟΥΒΑ;Asuba;Azouba;AZUBA;Azuba;アズバ;아수바;AZUBA;ASUBA;AZUBA;Azuba;AZUBÁ;ASUBA;AZUBA
1200000503;Azzan;阿赞;阿贊;AZZAN;AZZAN;Asan;ΑΖΑΝ;Assan;Azzân;AZAN;Azzan;アザン;앗산;AZZAN;ASSAN;AZZAN;Azã;AZÁN;ASSAN;AZAN
1200000504;Azzur;押朔;押朔;AZZUR;AZZUR;Asur;ΑΖΟΥΡ;Asur;Azzour;AZUR;Azzur;アズル;앗술;AZZUR;ASSUR;AZZUR;Azur;AZUR;;AZUR
1200000505;Baal;巴力;巴力;BAAL;BA’AL;Baal;ΒΑΑΛ;Baal;Baal;BAAL;Baal;バアル;바알;BAÄL;BA’AL;BAAL;Baal;BAAL;BAAL;BAAL
1200000506;Baalah;巴烈;巴烈;BAALA;BA’ALA;Baala;ΒΑΑΛΑ;Baala;Baala;BAALA;Baala;バアラ，I;바알라;BAÄLA;BA’ALA;BAALA;Baalá;BAALÁ;BAALA;BAALA
1200000507;Baalath;巴拉特;巴拉特;BAALAT;BA’ALAT;Baalath;ΒΑΑΛΑΘ;Baalat;Baalath;BAALAT;Baalat;バアラト;바알랏;BAÄLATH;BA’ALAT;BAALAT;Baalate;BAALAT;BAALAT;BAALAT
1200000508;Baalath-beer;巴拉特比珥;巴拉特比珥;BAALAT-BEER;BA’ALAT-BE’ER;Baalath-Beer;ΒΑΑΛΑΘ‐ΒΗΡ;Baalat-Beer;Baalath-Béer;BAALAT-BEER;Baalat-Beer;バアラト･ベエル;바알랏-브엘;BAÄLATH-BEËR;BA’ALAT-BE’ER;BAALAT-BEER;Baalate-Beer;BAALAT-BEER;BAALAT-BEER;BAALAT-BEER
1200000509;Baal-berith;巴力比利;巴力比利;BAAL-BERIT;BA’AL-BERIT;Baal-Berith;ΒΑΑΛ‐ΒΕΡΙΘ;Baal-Berit;Baal-Berith;BAAL-BERIT;Baal-Berit;バアル･ベリト;바알-브릿;BAÄL-BERITH;BA’AL-BERIT;BAAL-BERIT;Baal-Berite;BAAL-BERIT;BAAL-BERIT;BAAL-BERIT
1200000510;Baale-judah;犹大的巴烈;猶大的巴烈;BAALE-JUDA;BA’ALE-JUDA;Baale-Juda;ΒΑΑΛΕ‐ΙΟΥΔΑ;Baale-Juuda;Baalé-Yehouda;BAALE-YEHUDA;Baale-Giuda;バアレ･ユダ;바알레-유다;BAÄLE-JUDA;BA’ALE-JUDA;BAALE-JUDA;Baale-Judá;BAALE-JUDÁ;BAALE-JUDA;BAALE-JUDA
1200000511;Baal-gad;巴力迦得;巴力迦得;BAAL-GAD;BA’AL-GAD;Baal-Gad;ΒΑΑΛ‐ΓΑΔ;Baal-Gad;Baal-Gad;BAAL-GAD;Baal-Gad;バアル･ガド;바알-갓;BAÄL-GAD;BA’AL-GAD;BAAL-GAD;Baal-Gade;BAAL-GAD;BAAL-GAD;BAAL-GAD
1200000512;Baal-hamon;巴力哈蒙;巴力哈蒙;BAAL-HAMON;BA’AL-HAMON;Baal-Hamon;ΒΑΑΛ‐ΧΑΜΩΝ;Baal-Hamon;Baal-Hamôn;BAAL-HAMON;Baal-Hamon;バアル･ハモン;바알-하몬;BAÄL-HAMON;BA’AL-HAMON;BAAL-HAMON;Baal-Hamom;BAAL-HAMÓN;BAAL-HAMON;BAAL-HAMON
1200000513;Baal-hanan;巴力哈南;巴力哈南;BAAL-CHANAN;BA’AL-HANAN;Baal-Hanan;ΒΑΑΛ‐ΧΑΝΑΝ;Baal-Hanan;Baal-Hanân;BAAL-HANAN;Baal-Hanan;バアル･ハナン;바알-하난;BAÄL-HANAN;BA’AL-HANAN;BAAL-CHANAN;Baal-Hanã;BAAL-HANÁN;BAAL-HANAN;BAAL-HANAN
1200000514;Baal-hazor;巴力夏琐;巴力夏瑣;BAAL-CHACOR;BA’AL-HAZOR;Baal-Hazor;ΒΑΑΛ‐ΑΣΩΡ;Baal-Hasor;Baal-Hatsor;BAAL-HAZOR;Baal-Hazor;バアル･ハツォル;바알-하솔;BAÄL-HAZOR;BA’AL-HASOR;BAAL-CHACOR;Baal-Hazor;BAAL-HAZOR;BAAL-HASOR;BAAL-HAZOR
1200000515;Baal-hermon;巴力黑门;巴力黑門;BAAL-HERMON;BA’AL-HERMON;Baal-Hermon;ΒΑΑΛ‐ΑΕΡΜΩΝ;Baal-Hermon;Baal-Hermôn;BAAL-HERMON;Baal-Ermon;バアル･ヘルモン;바알-헤르몬;BAÄL-HERMON;BA’AL-HERMON;BAAL-HERMON;Baal-Hermom;BAAL-HERMÓN;BAAL-HERMON;BAAL-HERMON
1200000516;Baalis;巴利斯;巴利斯;BAALIS;BA’ALIS;Baalis;ΒΑΑΛΕΙΣ;Baalis;Baalis;BAALIS;Baalis;バアリス;바알리스;BAÄLIS;BA’ALIS;BAALIS;Baalis;BAALÍS;BAALIS;BAALIS
1200000517;Baal-meon;巴力梅安;巴力梅安;BAAL-MEON;BA’AL-MEON;Baal-Meon;ΒΑΑΛ‐ΜΕΩΝ;Baal-Meon;Baal-Méôn;BAAL-MEON;Baal-Meon;バアル･メオン;바알-므온;BAÄL-MEON;BA’AL-MEON;BAAL-MEON;Baal-Meom;BAAL-MEÓN;BAAL-MEON;BAAL-MEON
1200000518;Baal of Peor;琵珥山的巴力神;琵珥山的巴力神;BAAL;BA’AL-PEOR;Baal von Peor;ΒΑΑΛ ΤΟΥ ΦΕΓΩΡ;Peorin Baal;Baal de Péor;BAAL PEOR;Baal di Peor;ペオルのバアル;프올의 바알;BAÄL VAN PEOR;BA’AL-PEOR;BAAL Z;Baal de Peor;BAAL DE PEOR;BAAL-PEOR;BAAL NG PEOR
1200000519;Baal-perazim;巴力比拉辛;巴力比拉辛;BAAL-PERACIM;BA’AL-PERAZIM;Baal-Perazim;ΒΑΑΛ‐ΦΕΡΑΣΙΜ;Baal-Perasim;Baal-Peratsim;BAAL-PERAZIM;Baal-Perazim;バアル･ペラツィム;바알-브라심;BAÄL-PERAZIM;BA’AL-PERASIM;BAAL-PERACIM;Baal-Perazim;BAAL-PERAZIM;BAAL-PERASIM;BAAL-PERAZIM
1200000520;Baal-shalishah;巴力沙利沙;巴力沙利沙;BAAL-ŠALIŠA;BA’AL-SJALISJA;Baal-Schalischa;ΒΑΑΛ‐ΣΑΛΙΣΑ;Baal-Salisa;Baal-Shalisha;BAAL-SYALISYA;Baal-Salisa;バアル･シャリシャ;바알-살리사;BAÄL-SALISA;BA’AL-SJALISJA;BAAL-SZALISZA;Baal-Salisa;BAAL-SALISÁ;BAAL-SALISA;BAAL-SALISA
1200000521;Baal-tamar;巴力塔玛;巴力塔瑪;BAAL-TAMAR;BA’AL-TAMAR;Baal-Tamar;ΒΑΑΛ‐ΘΑΜΑΡ;Baal-Tamar;Baal-Tamar;BAAL-TAMAR;Baal-Tamar;バアル･タマル;바알-다말;BAÄL-TAMAR;BA’AL-TAMAR;BAAL-TAMAR;Baal-Tamar;BAAL-TAMAR;BAAL-TAMAR;BAAL-TAMAR
1200000522;Baal-zebub;巴力西卜;巴力西卜;BAAL-ZEBUB;BA’AL-ZEBUB;Baal-Sebub;ΒΑΑΛ‐ΖΕΒΟΥΛ;Baal-Sebub;Baal-Zeboub;BAAL-ZEBUB;Baal-Zebub;バアル･ゼブブ;바알-세붑;BAÄL-ZEBUB;BA’AL-SEBUB;BAAL-ZEBUB;Baal-Zebube;BAAL-ZEBUB;BAAL-SEBUB;BAAL-ZEBUB
1200000523;Baal-zephon;巴力萨分;巴力薩分;BAAL-CEFON;BA’AL-ZEFON;Baal-Zephon;ΒΑΑΛ‐ΣΕΦΩΝ;Baal-Sefon;Baal-Tsephôn;BAAL-ZEFON;Baal-Zefon;バアル･ツェフォン;바알-스본;BAÄL-SEFON;BA’AL-SEFON;BAAL-CEFON;Baal-Zefom;BAAL-ZEFÓN;BAAL-SEFON;BAAL-ZEPON
1200000524;Baana;巴拿;巴拿;BAANA;;;ΒΑΑΝΑ;Baana;;BAANA;Baana;バアナ，I;바아나, I;;BA’ANA;BAANA;Baana;BAANÁ;BAANA;BAANA
1200000525;Baanah;巴阿拿;巴阿拿;BAANAH;BA’ANA;Baana;ΒΑΑΝΑΧ;Baanaa;Baana;BAANAH;;バアナ，II;바아나, II;BAÄNA;BA’ANAH;;Baaná;BAANAH;BAANAH;BAANAH
1200000526;Baara;芭拉;芭拉;BAARA;BA’ARA;Baara;ΒΑΑΡΑ;Baara;Baara;BAARA;Baara;バアラ，II;바아라;BAÄRA;BA’ARA;BAARA;Baara;BAARÁ;BAARA;BAARA
1200000527;Baaseiah;巴西雅;巴西雅;BAASEJÁŠ;BA’ASEJA;Baaseja;ΒΑΑΣΙΑΣ;Baaseja;Baaséïa;BAASEYA;Baaseia;バアセヤ;바아세야;BAËSEJA;BA’ASEJA;BAASEJASZ;Baaséias;BAASEYÁ;BAASEJA;BAASEIAS
1200000528;Baasha;巴沙;巴沙;BAAŠA;BASJA;Bascha;ΒΑΑΣΑ;Baesa;Baasha;BAASYA;Baasa;バアシャ;바아사;BAËSA;BASJA;BAASZA;Baasa;BAASÁ;BASA;BAASA
1200000529;Babel;巴别;巴别;BÁBEL;BABEL;Babel;ΒΑΒΕΛ;Babel;Babel;BABEL;Babele;バベル;바벨;BABEL;BABEL;BABEL;Babel;BABEL;BABEL;BABEL
1200000530;Babylon;巴比伦;巴比倫;BABYLÓN;BABYLON;Babylon;ΒΑΒΥΛΩΝΑ;Babylon;Babylone;BABILON;Babilonia;バビロン;바빌론;BABYLON;BABYLON;BABILON;Babilônia;BABILONIA;BABYLON;BABILONYA
1200000531;Babylon the Great;大巴比伦;大巴比倫;VELKÝ BABYLÓN;BABYLON DEN STORE;Babylon die Große;ΒΑΒΥΛΩΝΑ Η ΜΕΓΑΛΗ;Suuri Babylon;Babylone la Grande;BABILON BESAR;Babilonia la Grande;大いなるバビロン;큰 바빌론;BABYLON DE GROTE;BABYLON DEN STORE;BABILON WIELKI;Babilônia, a Grande;BABILONIA LA GRANDE;BABYLON, DET STORA;BABILONYANG DAKILA
1200000532;Baca;巴卡树;巴卡樹;BAKA;BAKABUSK;Baka;ΜΠΑΚΑ;Bakapensas;Baka;BAKA;Baca;バカ;바카나무;BAKASTRUIK;BAKA-BUSK;BAKA, KRZEWY;Baca;BEKJA;BAKABUSKE;BACA
1200000533;Backbiting;背后中伤人;背後中傷人;OSTOUZENÍ;BAGTALELSE;Üble Nachrede;ΚΑΚΟΛΟΓΙΑ;Parjaaminen;Médisance;JELEK, MENJELEKKAN ORANG;Maldicenza;陰口;험담;ACHTERKLAP;;OBMOWA;Maledicência;DIFAMACIÓN SOLAPADA;;PANINIRA NANG TALIKURAN
1200000534;Bag;袋子;袋子;VAK;POSE, SÆK;Beutel, Sack;ΣΑΚΟΣ, ΣΑΚΙ;Pussi;Sac;KANTONG;Borsa;袋;자루;BUIDEL, ZAK;SEKK, SKREPPE, POSE;WOREK, WÓR;Saca;BOLSA;SÄCK, PÅSE, PUNG;SUPOT
1200000535;Baggage;行李;行李;;;;;;;;;;짐 꾸러미;LEGERTROS;;;;BAGAJE;;BAGAHE
1200000536;Bagpipe;风笛;風笛;DUDY;SÆKKEPIBE;Dudelsack;ΓΚΑΪΝΤΑ;Säkkipilli;Cornemuse;SERULING BERKANTONG;Zampogna;バグパイプ;백파이프;DOEDELZAK;SEKKEPIPE;DUDY;Gaita de foles;GAITA;SÄCKPIPA;GAITA
1200000537;Baharumite;巴哈鲁米人;巴哈魯米人;BACHARUMAN;BAHARUMIT;Baharumiter;ΒΑΧΑΡΟΥΜΙΤΗΣ;Baharumilainen;Baharoumite;BAHARUM, ORANG;Baarumita;バハルム人;바하룸 사람;BAHARUMIET;BAHARUMITT;BACHARUMITA;Barumita;BAHARUMITA;BAHARUMIT;BAHARUMITA
1200000538;Bahurim;巴户琳;巴户琳;BACHURIM;BAHURIM;Bahurim;ΒΑΧΟΥΡΙΜ;Bahurim;Bahourim;BAHURIM;Baurim;バフリム;바후림;BAHURIM;BAHURIM;BACHURIM;Baurim;BAHURIM;BAHURIM;BAHURIM
1200000539;Bakbakkar;巴巴甲;巴巴甲;BAKBAKKAR;BAKBAKKAR;Bakbakkar;ΒΑΚΒΑΚΑΡ;Bakbakkar;Baqbaqar;BAKBAKAR;Bacbaccar;バクバカル;박박갈;BAKBAKKAR;BAKBAKKAR;BAKBAKKAR;Baquebacar;BAQBAQAR;BAKBAKKAR;BAKBAKAR
1200000540;Bakbuk;巴卜;巴卜;BAKBUK;BAKBUK;Bakbuk;ΒΑΚΒΟΥΚ;Bakbuk;Baqbouq;BAKBUK;Bacbuc;バクブク;박북;BAKBUK;BAKBUK;BAKBUK;Bacbuque;BAQBUQ;BAKBUK;BAKBUK
1200000541;Bakbukiah;巴布迦;巴布迦;BAKBUKJÁŠ;BAKBUKJA;Bakbukja;ΒΑΚΒΟΥΚΙΑΣ;Bakbukja;Baqbouqia;BAKBUKIA;Bacbuchia;バクブクヤ;박부갸;BAKBUKJA;BAKBUKJA;BAKBUKIASZ;Bacbuquias;BAQBUQUÍAS;BAKBUKJA;BAKBUKIAS
1200000542;Bake, Baker;烤，烤饼的人;烤，烤餅的人;PÉCI, PEKAŘ;BAGER, BAGNING;Backen, Bäcker;ΑΡΤΟΠΟΙΙΑ, ΑΡΤΟΠΟΙΟΣ;Leipominen;Boulanger;PANGGANG, MEMANGGANG ROTI;Cuocere al forno;パン焼き，パン焼き人;빵 굽기, 빵 굽는 사람;BAKKEN, BAKKER;BAKING, BAKER;PIECZENIE, PIEKARZ;Cozer (assar), padeiro;PANADERO;BAKNING, BAGARE;PAGLULUTO NG TINAPAY, MAGTITINAPAY
1200000543;Balaam;巴兰;巴蘭;BALÁM;BILEAM;Bileam;ΒΑΛΑΑΜ;Bileam;Balaam;BILEAM;Balaam;バラム;발람;BILEAM;BILEAM;BALAAM;Balaão;BALAAM;BILEAM;BALAAM
1200000544;Baladan;巴拉但;巴拉但;BALADAN;BAL’ADAN;Baladan;ΒΑΛΑΔΑΝ;Baladan;Baladân;BALADAN;Baladan;バラダン;발라단;BALADAN;BALADAN;BALADAN;Baladã;BALADÁN;BALADAN;BALADAN
1200000545;Balah;;;BALA;BALA;Bala;ΒΑΛΑ;Bala;Bala;BALA;Bala;バラ;발라;BALA;BALA;BALA;Balá;BALÁ;BALA;BALA
1200000546;Balak;巴勒;巴勒;BALAK;BALAK;Balak;ΒΑΛΑΚ;Balak;Balaq;BALAK;Balac;バラク，I;발락;BALAK;BALAK;BALAK;Balaque;BALAC;BALAK;BALAK
1200000547;Baldness;秃头;禿頭;LYSINA;SKALDETHED;Kahlheit;ΦΑΛΑΚΡΑ;Kaljuus;Calvitie;BOTAK, KEBOTAKAN;Calvizie;はげ;대머리;KAALHEID;SKALLETHET;ŁYSINA;Calvície;CALVICIE;SKALLIGHET;PAGKAKALBO
1200000548;Balsam, Balsam of Gilead;香膏，香脂，基列的香脂;香膏，香脂，基列的香脂;BALZÁM, BALZÁM;BALSAM, BALSAM FRA GILEAD;Balsam, Balsam von Gilead;ΒΑΛΣΑΜΟ, ΒΑΛΣΑΜΟ ΤΗΣ ΓΑΛΑΑΔ;Palsami, Gileadin palsami;Baumier, baume, baume de Guiléad;BALSAM, BALSAM DARI GILEAD;Balsamo, Balsamo di Galaad;バルサム，ギレアデのバルサム;발삼, 길르앗의 발삼;BALSEM, BALSEM VAN GILEAD;BALSAM, BALSAM FRA GILEAD;BALSAM, BALSAM Z;Bálsamo, bálsamo de Gileade;BÁLSAMO, BÁLSAMO DE GALAAD;BALSAM, BALSAM FRÅN GILEAD;BALSAMO, BALSAMO NG GILEAD
1200000549;Bamoth;巴末;巴末;BAMOT;BAMOT;Bamoth;ΒΑΜΩΘ;Bamot;Bamoth;BAMOT;Bamot;バモト;바못;BAMOTH;BAMOT;BAMOT;Bamote;BAMOT;BAMOT;BAMOT
1200000550;Bamoth-baal;巴末巴力;巴末巴力;BAMOT-BAAL;BAMOT-BA’AL;Bamoth-Baal;ΒΑΜΩΘ‐ΒΑΑΛ;Bamot-Baal;Bamoth-Baal;BAMOT-BAAL;Bamot-Baal;バモト･バアル;바못-바알;BAMOTH-BAÄL;BAMOT-BA’AL;BAMOT-BAAL;Bamote-Baal;BAMOT-BAAL;BAMOT-BAAL;BAMOT-BAAL
1200000551;Ban;拨出来当灭的;撥出來當滅的;KLATBA;BAND;Bann;ΑΝΑΘΕΜΑ;Kielto, kieltorajoitus;Interdit;;Interdizione;禁令，没収処分;금령;BAN;BANN, BANNLYST;KLĄTWA;Proscrição;PROSCRIPCIÓN;BANN, BANNLYSNING;PAGBABAWAL
1200000552;Bangle;;;KOTNÍKOVÝ KROUŽEK;;Fußspangen;;;;GELANG KERONCONG;Catenine da caviglia;くるぶし飾り;발목 고리;VOETRING;;BRZĘKADEŁKO;Manilhas;;FOTRING;PULSERAS SA PAA
1200000553;Bani;巴尼;巴尼;BANI;BANI;Bani;ΒΑΝΙ;Bani;Bani;BANI;Bani;バニ;바니;BANI;BANI;BANI;Bani;BANÍ;BANI;BANI
1200000554;Bank, Banker;银行;銀行;BANKA, BANKÉŘ;BANK, BANKMÆND;Bank, Bankleute;ΤΡΑΠΕΖΑ, ΤΡΑΠΕΖΙΤΗΣ;Pankki, pankkiiri;Banque, banquier;BANK, BANKIR;Banca, Banchiere;銀行，銀行家;은행, 은행가;BANK, BANKIER;BANK, BANKFOLK;BANK, BANKIER;Banco, banqueiro;BANCO, BANQUERO;BANK, BANKIR;BANGKO, BANGKERO
1200000555;Baptism;浸礼;浸禮;KŘEST;DÅB;Taufe;ΒΑΦΤΙΣΜΑ;Kaste, I;Baptême;BAPTIS, PEMBAPTISAN;Battesimo;バプテスマ;침례;DOOP;DÅP;CHRZEST;Batismo;BAUTISMO;DOP;BAUTISMO
1200000556;Barabbas;巴拉巴;巴拉巴;BARABÁŠ;BARABBAS;Barabbas;ΒΑΡΑΒΒΑΣ;Barabbas;Barabbas;BARABAS;Barabba;バラバ;바라바;BARABBAS;BARABBAS;BARABASZ;Barrabás;BARRABÁS;BARABBAS;BARABAS
1200000557;Barachel;巴拉迦;巴拉迦;BARAKEL;BARAK’EL;Barachel;ΒΑΡΑΧΗΛ;Barakel;Barakel;BARAKHEL;Barachel;バラクエル;바라겔;BARACHEËL;BARAKEL;BARACHEL;Baraquel;BARAKEL;BARAKEL;BARAKEL
1200000558;Barachiah;巴拉加;巴拉加;BARACHIÁŠ;BARAKIAS;Barachias;ΒΑΡΑΧΙΑΣ;Barakja;Barakia;BARAKHIA;Barachia;バラキヤ;바라갸;;BARAKIA;BARACHIASZ;Baraquias;BARAQUÍAS;;BARAKIAS
1200000559;Barak;巴拉;巴拉;BARAK;BARAK;Barak;ΒΑΡΑΚ;Barak;Baraq;BARAK;Barac;バラク，II;바락;BARAK;BARAK;BARAK;Baraque;BARAC;BARAK;BARAK
1200000560;Barbarian;非希腊人;非希臘人;BARBAR;BARBAR;Barbar;ΒΑΡΒΑΡΟΣ;Barbaari;Barbare;BARBAR, ORANG;Barbaro;バルバロイ;바르바로이;BARBAAR;BARBAR;BARBARZYŃCA;Bárbaro;BÁRBARO;BARBAR;BARBARO
1200000561;Bar-humite;巴鲁米人;巴魯米人;BARCHUMAN;BARHUMIT;Barhumiter;ΒΑΡΟΥΜΙΤΗΣ;Barhumilainen;Bar-Houmite;BAR-HUM, ORANG;Bar-Humita;バルフム人;바르-훔 사람;BARHUMIET;BARHUMITT;BARCHUMITA;;BAR-HUMITA;BARHUMIT;BAR-HUMITA
1200000562;Bariah;巴利亚;巴利亞;BARIACH;BARIA;Bariach;ΒΑΡΙΑΣ;Bariah;Bariah;BARIAH;Baria;バリアハ;바리야;BARIAH;BARIAH;BARIACH;Barias;BARÍAS;BARIA;BARIAS
1200000563;Bar-Jesus;巴耶稣;巴耶穌;BAR-JEZUS;BAR-JESUS;Bar-Jesus;ΒΑΡ‐ΙΗΣΟΥΣ;Barjesus;Bar-Jésus;BAR-YESUS;Bar-Gesù;バルイエス;바-예수;BAR-JEZUS;BAR-JESUS;BAR-JEZUS;Barjesus;BAR-JESÚS;BAR-JESUS;BAR-JESUS
1200000564;Barkos;巴哥斯;巴哥斯;BARKOS;BARKOS;Barkos;ΒΑΡΚΩΣ;Barkos;Barqos;BARKOS;Barcos;バルコス;바르고스;BARKOS;BARKOS;BARKOS;Barcos;BARQOS;BARKOS;BARKOS
1200000565;Barley;大麦;大麥;JEČMEN;BYG;Gerste;ΚΡΙΘΑΡΙ;Ohra;Orge;BARLI;Orzo;大麦;보리;GERST;BYGG;JĘCZMIEŃ;Cevada;CEBADA;KORN;SEBADA
1200000566;Barnabas;巴拿巴;巴拿巴;BARNABÁŠ;BARNABAS;Barnabas;ΒΑΡΝΑΒΑΣ;Barnabas;Barnabas;BARNABAS;Barnaba;バルナバ;바나바;BARNABAS;BARNABAS;BARNABAS;Barnabé;BERNABÉ;BARNABAS;BERNABE
1200000567;Barrenness;不育;不育;NEPLODNOST;UFRUGTBARHED;Unfruchtbarkeit;ΣΤΕΙΡΟΤΗΤΑ;Hedelmättömyys;Stérilité;MANDUL, KEMANDULAN;Sterilità;うまずめ;불임;ONVRUCHTBAARHEID;UFRUKTBARHET;NIEPŁODNOŚĆ;Esterilidade;ESTERILIDAD;OFRUKTSAMHET;PAGKABAOG
1200000568;Barsabbas;巴撒巴;巴撒巴;BARSABÁŠ;BARSABBAS;Barsabbas;ΒΑΡΣΑΒΒΑΣ;Barsabbas;Barsabbas;BARSABAS;Barsabba;バルサバ;바사바;BARSABBAS;BARSABBAS;BARSABBAS;Barsabás;BARSABÁS;BARSABBAS;BARSABAS
1200000569;Bartholomew;巴多罗买;巴多羅買;BARTOLOMĚJ;BARTOLOMÆUS;Bartholomäus;ΒΑΡΘΟΛΟΜΑΙΟΣ;Bartolomeus;Barthélemy;BARTOLOMEUS;Bartolomeo;バルトロマイ;바돌로매;BARTHOLOMEÜS;BARTOLOMEUS;BARTŁOMIEJ;Bartolomeu;BARTOLOMÉ;BARTOLOMEUS;BARTOLOME
1200000570;Bartimaeus;巴提迈;巴提邁;BARTIMAIOS;BARTIMÆUS;Bartimäus;ΒΑΡΤΙΜΑΙΟΣ;Bartimaios;Bartimée;BARTIMEUS;Bartimeo;バルテマイ;바디매오;BARTIMEÜS;BARTIMEUS;BARTYMEUSZ;Bartimeu;BARTIMEO;BARTIMEUS;BARTIMEO
1200000571;Baruch;巴录;巴錄;BARUK;BARUK;Baruch;ΒΑΡΟΥΧ;Baruk;Barouk;BARUKH;Baruc;バルク;바룩;BARUCH;BARUK;BARUCH;Baruque;BARUC;BARUK;BARUC
